installment_id,loan_id,customer_id,installment_no,due_date,amount_due,payment_status,payment_date,remaining_balance
INS-00522,LOAN-0059,CUST-0059,16,01-06-2023,"5239,29",Late,19-06-2023,"110025,09"
INS-00523,LOAN-0059,CUST-0059,17,01-07-2023,"5239,29",Paid,03-07-2023,"104785,8"
INS-00524,LOAN-0059,CUST-0059,18,01-08-2023,"5239,29",Paid,02-08-2023,"99546,51"
INS-00525,LOAN-0059,CUST-0059,19,01-09-2023,"5239,29",Late,16-09-2023,"94307,22"
INS-00526,LOAN-0059,CUST-0059,20,01-10-2023,"5239,29",Late,11-10-2023,"89067,93"
INS-00527,LOAN-0059,CUST-0059,21,01-11-2023,"5239,29",Paid,02-11-2023,"83828,64"
INS-00528,LOAN-0059,CUST-0059,22,01-12-2023,"5239,29",Late,14-12-2023,"78589,35"
INS-00529,LOAN-0059,CUST-0059,23,01-01-2024,"5239,29",Paid,02-01-2024,"73350,06"
INS-00530,LOAN-0059,CUST-0059,24,01-02-2024,"5239,29",Paid,02-02-2024,"68110,77"
INS-00531,LOAN-0059,CUST-0059,25,01-03-2024,"5239,29",Paid,02-03-2024,"62871,48"
INS-00532,LOAN-0059,CUST-0059,26,01-04-2024,"5239,29",Paid,05-04-2024,"57632,19"
INS-00533,LOAN-0059,CUST-0059,27,01-05-2024,"5239,29",Paid,05-05-2024,"52392,9"
INS-00534,LOAN-0059,CUST-0059,28,01-06-2024,"5239,29",Paid,01-06-2024,"47153,61"
INS-00535,LOAN-0059,CUST-0059,29,01-07-2024,"5239,29",Paid,05-07-2024,"41914,32"
INS-00536,LOAN-0059,CUST-0059,30,01-08-2024,"5239,29",Paid,05-08-2024,"36675,03"
INS-00537,LOAN-0059,CUST-0059,31,01-09-2024,"5239,29",Paid,01-09-2024,"31435,74"
INS-00538,LOAN-0059,CUST-0059,32,01-10-2024,"5239,29",Paid,02-10-2024,"26196,45"
INS-00539,LOAN-0059,CUST-0059,33,01-11-2024,"5239,29",Paid,04-11-2024,"20957,16"
INS-00540,LOAN-0059,CUST-0059,34,01-12-2024,"5239,29",Paid,03-12-2024,"15717,87"
INS-00541,LOAN-0059,CUST-0059,35,01-01-2025,"5239,29",Paid,02-01-2025,"10478,58"
INS-00542,LOAN-0059,CUST-0059,36,01-02-2025,"5239,29",Paid,05-02-2025,"5239,29"
INS-00543,LOAN-0059,CUST-0059,37,01-03-2025,"5239,29",Paid,02-03-2025,0
INS-00544,LOAN-0061,CUST-0061,1,12-12-2022,"4049,48",Paid,15-12-2022,101237
INS-00545,LOAN-0061,CUST-0061,2,12-01-2023,"4049,48",Paid,12-01-2023,"97187,52"
INS-00546,LOAN-0061,CUST-0061,3,12-02-2023,"4049,48",Late,19-02-2023,"93138,04"
INS-00547,LOAN-0061,CUST-0061,4,12-03-2023,"4049,48",Paid,12-03-2023,"89088,56"
INS-00548,LOAN-0061,CUST-0061,5,12-04-2023,"4049,48",Paid,12-04-2023,"85039,08"
INS-00549,LOAN-0061,CUST-0061,6,12-05-2023,"4049,48",Paid,14-05-2023,"80989,6"
INS-00550,LOAN-0061,CUST-0061,7,12-06-2023,"4049,48",Paid,14-06-2023,"76940,12"
INS-00551,LOAN-0061,CUST-0061,8,12-07-2023,"4049,48",Paid,13-07-2023,"72890,64"
INS-00552,LOAN-0061,CUST-0061,9,12-08-2023,"4049,48",Late,30-08-2023,"68841,16"
INS-00553,LOAN-0061,CUST-0061,10,12-09-2023,"4049,48",Paid,12-09-2023,"64791,68"
INS-00554,LOAN-0061,CUST-0061,11,12-10-2023,"4049,48",Paid,16-10-2023,"60742,2"
INS-00555,LOAN-0061,CUST-0061,12,12-11-2023,"4049,48",Paid,14-11-2023,"56692,72"
INS-00556,LOAN-0061,CUST-0061,13,12-12-2023,"4049,48",Paid,16-12-2023,"52643,24"
INS-00557,LOAN-0061,CUST-0061,14,12-01-2024,"4049,48",Paid,14-01-2024,"48593,76"
INS-00558,LOAN-0061,CUST-0061,15,12-02-2024,"4049,48",Paid,14-02-2024,"44544,28"
INS-00559,LOAN-0061,CUST-0061,16,12-03-2024,"4049,48",Paid,16-03-2024,"40494,8"
INS-00560,LOAN-0061,CUST-0061,17,12-04-2024,"4049,48",Late,27-04-2024,"36445,32"
INS-00561,LOAN-0061,CUST-0061,18,12-05-2024,"4049,48",Paid,12-05-2024,"32395,84"
INS-00562,LOAN-0061,CUST-0061,19,12-06-2024,"4049,48",Paid,13-06-2024,"28346,36"
INS-00563,LOAN-0061,CUST-0061,20,12-07-2024,"4049,48",Paid,13-07-2024,"24296,88"
INS-00564,LOAN-0061,CUST-0061,21,12-08-2024,"4049,48",Paid,15-08-2024,"20247,4"
INS-00565,LOAN-0061,CUST-0061,22,12-09-2024,"4049,48",Paid,16-09-2024,"16197,92"
INS-00566,LOAN-0061,CUST-0061,23,12-10-2024,"4049,48",Late,28-10-2024,"12148,44"
INS-00567,LOAN-0061,CUST-0061,24,12-11-2024,"4049,48",Paid,16-11-2024,"8098,96"
INS-00568,LOAN-0061,CUST-0061,25,12-12-2024,"4049,48",Paid,15-12-2024,"4049,48"
INS-00569,LOAN-0061,CUST-0061,26,12-01-2025,"4049,48",Paid,16-01-2025,0
INS-00570,LOAN-0063,CUST-0063,1,01-06-2022,"14642,62",Paid,01-06-2022,"29285,24"
INS-00571,LOAN-0063,CUST-0063,2,01-07-2022,"14642,62",Paid,02-07-2022,"14642,62"
INS-00572,LOAN-0063,CUST-0063,3,01-08-2022,"14642,62",Paid,01-08-2022,0
INS-00573,LOAN-0064,CUST-0064,1,15-07-2022,"6744,7",Late,20-07-2022,"161872,8"
INS-00574,LOAN-0064,CUST-0064,2,15-08-2022,"6744,7",Paid,18-08-2022,"155128,1"
INS-00575,LOAN-0064,CUST-0064,3,15-09-2022,"6744,7",Paid,18-09-2022,"148383,4"
INS-00576,LOAN-0064,CUST-0064,4,15-10-2022,"6744,7",Paid,19-10-2022,"141638,7"
INS-00577,LOAN-0064,CUST-0064,5,15-11-2022,"6744,7",Paid,17-11-2022,134894
INS-00578,LOAN-0064,CUST-0064,6,15-12-2022,"6744,7",Paid,19-12-2022,"128149,3"
INS-00579,LOAN-0064,CUST-0064,7,15-01-2023,"6744,7",Paid,16-01-2023,"121404,6"
INS-00580,LOAN-0064,CUST-0064,8,15-02-2023,"6744,7",Paid,18-02-2023,"114659,9"
INS-00581,LOAN-0064,CUST-0064,9,15-03-2023,"6744,7",Paid,19-03-2023,"107915,2"
INS-00582,LOAN-0064,CUST-0064,10,15-04-2023,"6744,7",Paid,19-04-2023,"101170,5"
INS-00583,LOAN-0064,CUST-0064,11,15-05-2023,"6744,7",Paid,17-05-2023,"94425,8"
INS-00584,LOAN-0064,CUST-0064,12,15-06-2023,"6744,7",Paid,18-06-2023,"87681,1"
INS-00585,LOAN-0064,CUST-0064,13,15-07-2023,"6744,7",Paid,16-07-2023,"80936,4"
INS-00586,LOAN-0064,CUST-0064,14,15-08-2023,"6744,7",Paid,17-08-2023,"74191,7"
INS-00587,LOAN-0064,CUST-0064,15,15-09-2023,"6744,7",Paid,16-09-2023,67447
INS-00588,LOAN-0064,CUST-0064,16,15-10-2023,"6744,7",Paid,19-10-2023,"60702,3"
INS-00589,LOAN-0064,CUST-0064,17,15-11-2023,"6744,7",Paid,18-11-2023,"53957,6"
INS-00590,LOAN-0064,CUST-0064,18,15-12-2023,"6744,7",Paid,18-12-2023,"47212,9"
INS-00591,LOAN-0064,CUST-0064,19,15-01-2024,"6744,7",Paid,16-01-2024,"40468,2"
INS-00592,LOAN-0064,CUST-0064,20,15-02-2024,"6744,7",Paid,19-02-2024,"33723,5"
INS-00593,LOAN-0064,CUST-0064,21,15-03-2024,"6744,7",Paid,17-03-2024,"26978,8"
INS-00594,LOAN-0064,CUST-0064,22,15-04-2024,"6744,7",Late,29-04-2024,"20234,1"
INS-00595,LOAN-0064,CUST-0064,23,15-05-2024,"6744,7",Paid,16-05-2024,"13489,4"
INS-00596,LOAN-0064,CUST-0064,24,15-06-2024,"6744,7",Paid,17-06-2024,"6744,7"
INS-00597,LOAN-0064,CUST-0064,25,15-07-2024,"6744,7",Paid,17-07-2024,0
INS-00598,LOAN-0065,CUST-0065,1,01-07-2022,"8896,24",Paid,01-07-2022,"88962,4"
INS-00599,LOAN-0065,CUST-0065,2,01-08-2022,"8896,24",Paid,01-08-2022,"80066,16"
INS-00600,LOAN-0065,CUST-0065,3,01-09-2022,"8896,24",Late,07-09-2022,"71169,92"
INS-00601,LOAN-0065,CUST-0065,4,01-10-2022,"8896,24",Paid,05-10-2022,"62273,68"
INS-00602,LOAN-0065,CUST-0065,5,01-11-2022,"8896,24",Paid,04-11-2022,"53377,44"
INS-00603,LOAN-0065,CUST-0065,6,01-12-2022,"8896,24",Late,07-12-2022,"44481,2"
INS-00604,LOAN-0065,CUST-0065,7,01-01-2023,"8896,24",Paid,01-01-2023,"35584,96"
INS-00605,LOAN-0065,CUST-0065,8,01-02-2023,"8896,24",Paid,03-02-2023,"26688,72"
INS-00606,LOAN-0065,CUST-0065,9,01-03-2023,"8896,24",Paid,01-03-2023,"17792,48"
INS-00607,LOAN-0065,CUST-0065,10,01-04-2023,"8896,24",Late,09-04-2023,"8896,24"
INS-00608,LOAN-0065,CUST-0065,11,01-05-2023,"8896,24",Paid,01-05-2023,0
INS-00609,LOAN-0067,CUST-0067,1,05-06-2022,"9817,51",Late,17-06-2022,"353430,36"
INS-00610,LOAN-0067,CUST-0067,2,05-07-2022,"9817,51",Paid,07-07-2022,"343612,85"
INS-00611,LOAN-0067,CUST-0067,3,05-08-2022,"9817,51",Paid,09-08-2022,"333795,34"
INS-00612,LOAN-0067,CUST-0067,4,05-09-2022,"9817,51",Paid,09-09-2022,"323977,83"
INS-00613,LOAN-0067,CUST-0067,5,05-10-2022,"9817,51",Paid,06-10-2022,"314160,32"
INS-00614,LOAN-0067,CUST-0067,6,05-11-2022,"9817,51",Paid,05-11-2022,"304342,81"
INS-00615,LOAN-0067,CUST-0067,7,05-12-2022,"9817,51",Paid,05-12-2022,"294525,3"
INS-00616,LOAN-0067,CUST-0067,8,05-01-2023,"9817,51",Paid,09-01-2023,"284707,79"
INS-00617,LOAN-0067,CUST-0067,9,05-02-2023,"9817,51",Paid,08-02-2023,"274890,28"
INS-00618,LOAN-0067,CUST-0067,10,05-03-2023,"9817,51",Paid,07-03-2023,"265072,77"
INS-00619,LOAN-0067,CUST-0067,11,05-04-2023,"9817,51",Paid,06-04-2023,"255255,26"
INS-00620,LOAN-0067,CUST-0067,12,05-05-2023,"9817,51",Paid,06-05-2023,"245437,75"
INS-00621,LOAN-0067,CUST-0067,13,05-06-2023,"9817,51",Paid,09-06-2023,"235620,24"
INS-00622,LOAN-0067,CUST-0067,14,05-07-2023,"9817,51",Paid,08-07-2023,"225802,73"
INS-00623,LOAN-0067,CUST-0067,15,05-08-2023,"9817,51",Paid,09-08-2023,"215985,22"
INS-00624,LOAN-0067,CUST-0067,16,05-09-2023,"9817,51",Paid,07-09-2023,"206167,71"
INS-00625,LOAN-0067,CUST-0067,17,05-10-2023,"9817,51",Paid,08-10-2023,"196350,2"
INS-00626,LOAN-0067,CUST-0067,18,05-11-2023,"9817,51",Paid,07-11-2023,"186532,69"
INS-00627,LOAN-0067,CUST-0067,19,05-12-2023,"9817,51",Paid,06-12-2023,"176715,18"
INS-00628,LOAN-0067,CUST-0067,20,05-01-2024,"9817,51",Late,13-01-2024,"166897,67"
INS-00629,LOAN-0067,CUST-0067,21,05-02-2024,"9817,51",Paid,06-02-2024,"157080,16"
INS-00630,LOAN-0067,CUST-0067,22,05-03-2024,"9817,51",Late,16-03-2024,"147262,65"
INS-00631,LOAN-0067,CUST-0067,23,05-04-2024,"9817,51",Paid,06-04-2024,"137445,14"
INS-00632,LOAN-0067,CUST-0067,24,05-05-2024,"9817,51",Paid,05-05-2024,"127627,63"
INS-00633,LOAN-0067,CUST-0067,25,05-06-2024,"9817,51",Paid,06-06-2024,"117810,12"
INS-00634,LOAN-0067,CUST-0067,26,05-07-2024,"9817,51",Paid,07-07-2024,"107992,61"
INS-00635,LOAN-0067,CUST-0067,27,05-08-2024,"9817,51",Paid,06-08-2024,"98175,1"
INS-00636,LOAN-0067,CUST-0067,28,05-09-2024,"9817,51",Paid,06-09-2024,"88357,59"
INS-00637,LOAN-0067,CUST-0067,29,05-10-2024,"9817,51",Paid,09-10-2024,"78540,08"
INS-00638,LOAN-0067,CUST-0067,30,05-11-2024,"9817,51",Paid,05-11-2024,"68722,57"
INS-00639,LOAN-0067,CUST-0067,31,05-12-2024,"9817,51",Paid,09-12-2024,"58905,06"
INS-00640,LOAN-0067,CUST-0067,32,05-01-2025,"9817,51",Paid,06-01-2025,"49087,55"
INS-00641,LOAN-0067,CUST-0067,33,05-02-2025,"9817,51",Paid,07-02-2025,"39270,04"
INS-00642,LOAN-0067,CUST-0067,34,05-03-2025,"9817,51",Paid,09-03-2025,"29452,53"
INS-00643,LOAN-0067,CUST-0067,35,05-04-2025,"9817,51",Paid,09-04-2025,"19635,02"
INS-00644,LOAN-0067,CUST-0067,36,05-05-2025,"9817,51",Late,12-05-2025,"9817,51"
INS-00645,LOAN-0067,CUST-0067,37,05-06-2025,"9817,51",Late,17-06-2025,0
INS-00646,LOAN-0068,CUST-0068,1,09-07-2022,"2248,72",Paid,11-07-2022,56218
INS-00647,LOAN-0068,CUST-0068,2,09-08-2022,"2248,72",Late,24-08-2022,"53969,28"
INS-00648,LOAN-0068,CUST-0068,3,09-09-2022,"2248,72",Paid,09-09-2022,"51720,56"
INS-00649,LOAN-0068,CUST-0068,4,09-10-2022,"2248,72",Late,19-10-2022,"49471,84"
INS-00650,LOAN-0068,CUST-0068,5,09-11-2022,"2248,72",Paid,09-11-2022,"47223,12"
INS-00651,LOAN-0068,CUST-0068,6,09-12-2022,"2248,72",Paid,11-12-2022,"44974,4"
INS-00652,LOAN-0068,CUST-0068,7,09-01-2023,"2248,72",Paid,10-01-2023,"42725,68"
INS-00653,LOAN-0068,CUST-0068,8,09-02-2023,"2248,72",Paid,11-02-2023,"40476,96"
INS-00654,LOAN-0068,CUST-0068,9,09-03-2023,"2248,72",Paid,09-03-2023,"38228,24"
INS-00655,LOAN-0068,CUST-0068,10,09-04-2023,"2248,72",Late,27-04-2023,"35979,52"
INS-00656,LOAN-0068,CUST-0068,11,09-05-2023,"2248,72",Paid,13-05-2023,"33730,8"
INS-00657,LOAN-0068,CUST-0068,12,09-06-2023,"2248,72",Paid,10-06-2023,"31482,08"
INS-00658,LOAN-0068,CUST-0068,13,09-07-2023,"2248,72",Paid,11-07-2023,"29233,36"
INS-00659,LOAN-0068,CUST-0068,14,09-08-2023,"2248,72",Paid,11-08-2023,"26984,64"
INS-00660,LOAN-0068,CUST-0068,15,09-09-2023,"2248,72",Paid,13-09-2023,"24735,92"
INS-00661,LOAN-0068,CUST-0068,16,09-10-2023,"2248,72",Paid,12-10-2023,"22487,2"
INS-00662,LOAN-0068,CUST-0068,17,09-11-2023,"2248,72",Paid,12-11-2023,"20238,48"
INS-00663,LOAN-0068,CUST-0068,18,09-12-2023,"2248,72",Paid,12-12-2023,"17989,76"
INS-00664,LOAN-0068,CUST-0068,19,09-01-2024,"2248,72",Paid,12-01-2024,"15741,04"
INS-00665,LOAN-0068,CUST-0068,20,09-02-2024,"2248,72",Paid,13-02-2024,"13492,32"
INS-00666,LOAN-0068,CUST-0068,21,09-03-2024,"2248,72",Paid,13-03-2024,"11243,6"
INS-00667,LOAN-0068,CUST-0068,22,09-04-2024,"2248,72",Paid,10-04-2024,"8994,88"
INS-00668,LOAN-0068,CUST-0068,23,09-05-2024,"2248,72",Paid,12-05-2024,"6746,16"
INS-00669,LOAN-0068,CUST-0068,24,09-06-2024,"2248,72",Paid,11-06-2024,"4497,44"
INS-00670,LOAN-0068,CUST-0068,25,09-07-2024,"2248,72",Paid,09-07-2024,"2248,72"
INS-00671,LOAN-0068,CUST-0068,26,09-08-2024,"2248,72",Late,24-08-2024,0
INS-00672,LOAN-0071,CUST-0071,1,21-11-2022,"9579,93",Paid,24-11-2022,"411936,99"
INS-00673,LOAN-0071,CUST-0071,2,21-12-2022,"9579,93",Paid,23-12-2022,"402357,06"
INS-00674,LOAN-0071,CUST-0071,3,21-01-2023,"9579,93",Paid,25-01-2023,"392777,13"
INS-00675,LOAN-0071,CUST-0071,4,21-02-2023,"9579,93",Paid,25-02-2023,"383197,2"
INS-00676,LOAN-0071,CUST-0071,5,21-03-2023,"9579,93",Late,27-03-2023,"373617,27"
INS-00677,LOAN-0071,CUST-0071,6,21-04-2023,"9579,93",Paid,24-04-2023,"364037,34"
INS-00678,LOAN-0071,CUST-0071,7,21-05-2023,"9579,93",Paid,25-05-2023,"354457,41"
INS-00679,LOAN-0071,CUST-0071,8,21-06-2023,"9579,93",Paid,22-06-2023,"344877,48"
INS-00680,LOAN-0071,CUST-0071,9,21-07-2023,"9579,93",Paid,24-07-2023,"335297,55"
INS-00681,LOAN-0071,CUST-0071,10,21-08-2023,"9579,93",Paid,24-08-2023,"325717,62"
INS-00682,LOAN-0071,CUST-0071,11,21-09-2023,"9579,93",Paid,22-09-2023,"316137,69"
INS-00683,LOAN-0071,CUST-0071,12,21-10-2023,"9579,93",Paid,25-10-2023,"306557,76"
INS-00684,LOAN-0071,CUST-0071,13,21-11-2023,"9579,93",Paid,24-11-2023,"296977,83"
INS-00685,LOAN-0071,CUST-0071,14,21-12-2023,"9579,93",Paid,21-12-2023,"287397,9"
INS-00686,LOAN-0071,CUST-0071,15,21-01-2024,"9579,93",Paid,24-01-2024,"277817,97"
INS-00687,LOAN-0071,CUST-0071,16,21-02-2024,"9579,93",Late,03-03-2024,"268238,04"
INS-00688,LOAN-0071,CUST-0071,17,21-03-2024,"9579,93",Paid,21-03-2024,"258658,11"
INS-00689,LOAN-0071,CUST-0071,18,21-04-2024,"9579,93",Paid,25-04-2024,"249078,18"
INS-00690,LOAN-0071,CUST-0071,19,21-05-2024,"9579,93",Paid,25-05-2024,"239498,25"
INS-00691,LOAN-0071,CUST-0071,20,21-06-2024,"9579,93",Paid,23-06-2024,"229918,32"
INS-00692,LOAN-0071,CUST-0071,21,21-07-2024,"9579,93",Paid,24-07-2024,"220338,39"
INS-00693,LOAN-0071,CUST-0071,22,21-08-2024,"9579,93",Late,03-09-2024,"210758,46"
INS-00694,LOAN-0071,CUST-0071,23,21-09-2024,"9579,93",Paid,21-09-2024,"201178,53"
INS-00695,LOAN-0071,CUST-0071,24,21-10-2024,"9579,93",Late,28-10-2024,"191598,6"
INS-00696,LOAN-0071,CUST-0071,25,21-11-2024,"9579,93",Paid,22-11-2024,"182018,67"
INS-00697,LOAN-0071,CUST-0071,26,21-12-2024,"9579,93",Paid,23-12-2024,"172438,74"
INS-00698,LOAN-0071,CUST-0071,27,21-01-2025,"9579,93",Paid,21-01-2025,"162858,81"
INS-00699,LOAN-0071,CUST-0071,28,21-02-2025,"9579,93",Late,08-03-2025,"153278,88"
INS-00700,LOAN-0071,CUST-0071,29,21-03-2025,"9579,93",Paid,21-03-2025,"143698,95"
INS-00701,LOAN-0071,CUST-0071,30,21-04-2025,"9579,93",Paid,24-04-2025,"134119,02"
INS-00702,LOAN-0071,CUST-0071,31,21-05-2025,"9579,93",Paid,25-05-2025,"124539,09"
INS-00703,LOAN-0071,CUST-0071,32,21-06-2025,"9579,93",Paid,25-06-2025,"114959,16"
INS-00704,LOAN-0071,CUST-0071,33,21-07-2025,"9579,93",Paid,25-07-2025,"105379,23"
INS-00705,LOAN-0071,CUST-0071,34,21-08-2025,"9579,93",Paid,22-08-2025,"95799,3"
INS-00706,LOAN-0071,CUST-0071,35,21-09-2025,"9579,93",Paid,21-09-2025,"86219,37"
INS-00707,LOAN-0071,CUST-0071,36,21-10-2025,"9579,93",Paid,24-10-2025,"76639,44"
INS-00708,LOAN-0071,CUST-0071,37,21-11-2025,"9579,93",Paid,24-11-2025,"67059,51"
INS-00709,LOAN-0071,CUST-0071,38,21-12-2025,"9579,93",Paid,24-12-2025,"57479,58"
INS-00710,LOAN-0071,CUST-0071,39,21-01-2026,"9579,93",Paid,25-01-2026,"47899,65"
INS-00711,LOAN-0071,CUST-0071,40,21-02-2026,"9579,93",Paid,25-02-2026,"38319,72"
INS-00712,LOAN-0071,CUST-0071,41,21-03-2026,"9579,93",Paid,22-03-2026,"28739,79"
INS-00713,LOAN-0071,CUST-0071,42,21-04-2026,"9579,93",Paid,24-04-2026,"19159,86"
INS-00714,LOAN-0071,CUST-0071,43,21-05-2026,"9579,93",Paid,25-05-2026,"9579,93"
INS-00715,LOAN-0071,CUST-0071,44,21-06-2026,"9579,93",Paid,21-06-2026,0
INS-00716,LOAN-0072,CUST-0072,1,12-09-2022,"7748,26",Paid,15-09-2022,"240196,06"
INS-00717,LOAN-0072,CUST-0072,2,12-10-2022,"7748,26",Paid,14-10-2022,"232447,8"
INS-00718,LOAN-0072,CUST-0072,3,12-11-2022,"7748,26",Late,19-11-2022,"224699,54"
INS-00719,LOAN-0072,CUST-0072,4,12-12-2022,"7748,26",Paid,16-12-2022,"216951,28"
INS-00720,LOAN-0072,CUST-0072,5,12-01-2023,"7748,26",Paid,13-01-2023,"209203,02"
INS-00721,LOAN-0072,CUST-0072,6,12-02-2023,"7748,26",Paid,13-02-2023,"201454,76"
INS-00722,LOAN-0072,CUST-0072,7,12-03-2023,"7748,26",Paid,16-03-2023,"193706,5"
INS-00723,LOAN-0072,CUST-0072,8,12-04-2023,"7748,26",Paid,13-04-2023,"185958,24"
INS-00724,LOAN-0072,CUST-0072,9,12-05-2023,"7748,26",Paid,12-05-2023,"178209,98"
INS-00725,LOAN-0072,CUST-0072,10,12-06-2023,"7748,26",Late,17-06-2023,"170461,72"
INS-00726,LOAN-0072,CUST-0072,11,12-07-2023,"7748,26",Paid,12-07-2023,"162713,46"
INS-00727,LOAN-0072,CUST-0072,12,12-08-2023,"7748,26",Paid,15-08-2023,"154965,2"
INS-00728,LOAN-0072,CUST-0072,13,12-09-2023,"7748,26",Late,20-09-2023,"147216,94"
INS-00729,LOAN-0072,CUST-0072,14,12-10-2023,"7748,26",Paid,16-10-2023,"139468,68"
INS-00730,LOAN-0072,CUST-0072,15,12-11-2023,"7748,26",Paid,15-11-2023,"131720,42"
INS-00731,LOAN-0072,CUST-0072,16,12-12-2023,"7748,26",Paid,16-12-2023,"123972,16"
INS-00732,LOAN-0072,CUST-0072,17,12-01-2024,"7748,26",Paid,14-01-2024,"116223,9"
INS-00733,LOAN-0072,CUST-0072,18,12-02-2024,"7748,26",Paid,16-02-2024,"108475,64"
INS-00734,LOAN-0072,CUST-0072,19,12-03-2024,"7748,26",Paid,12-03-2024,"100727,38"
INS-00735,LOAN-0072,CUST-0072,20,12-04-2024,"7748,26",Paid,13-04-2024,"92979,12"
INS-00736,LOAN-0072,CUST-0072,21,12-05-2024,"7748,26",Paid,16-05-2024,"85230,86"
INS-00737,LOAN-0072,CUST-0072,22,12-06-2024,"7748,26",Paid,16-06-2024,"77482,6"
INS-00738,LOAN-0072,CUST-0072,23,12-07-2024,"7748,26",Paid,16-07-2024,"69734,34"
INS-00739,LOAN-0072,CUST-0072,24,12-08-2024,"7748,26",Paid,14-08-2024,"61986,08"
INS-00740,LOAN-0072,CUST-0072,25,12-09-2024,"7748,26",Late,25-09-2024,"54237,82"
INS-00741,LOAN-0072,CUST-0072,26,12-10-2024,"7748,26",Late,30-10-2024,"46489,56"
INS-00742,LOAN-0072,CUST-0072,27,12-11-2024,"7748,26",Paid,15-11-2024,"38741,3"
INS-00743,LOAN-0072,CUST-0072,28,12-12-2024,"7748,26",Paid,16-12-2024,"30993,04"
INS-00744,LOAN-0072,CUST-0072,29,12-01-2025,"7748,26",Paid,15-01-2025,"23244,78"
INS-00745,LOAN-0072,CUST-0072,30,12-02-2025,"7748,26",Paid,16-02-2025,"15496,52"
INS-00746,LOAN-0072,CUST-0072,31,12-03-2025,"7748,26",Paid,12-03-2025,"7748,26"
INS-00747,LOAN-0072,CUST-0072,32,12-04-2025,"7748,26",Late,24-04-2025,0
INS-00748,LOAN-0074,CUST-0074,1,05-04-2022,"300,36",Paid,06-04-2022,"11413,68"
INS-00749,LOAN-0074,CUST-0074,2,05-05-2022,"300,36",Paid,05-05-2022,"11113,32"
INS-00750,LOAN-0074,CUST-0074,3,05-06-2022,"300,36",Paid,06-06-2022,"10812,96"
INS-00751,LOAN-0074,CUST-0074,4,05-07-2022,"300,36",Paid,08-07-2022,"10512,6"
INS-00752,LOAN-0074,CUST-0074,5,05-08-2022,"300,36",Paid,09-08-2022,"10212,24"
INS-00753,LOAN-0074,CUST-0074,6,05-09-2022,"300,36",Paid,05-09-2022,"9911,88"
INS-00754,LOAN-0074,CUST-0074,7,05-10-2022,"300,36",Paid,09-10-2022,"9611,52"
INS-00755,LOAN-0074,CUST-0074,8,05-11-2022,"300,36",Paid,08-11-2022,"9311,16"
INS-00756,LOAN-0074,CUST-0074,9,05-12-2022,"300,36",Paid,08-12-2022,"9010,8"
INS-00757,LOAN-0074,CUST-0074,10,05-01-2023,"300,36",Paid,05-01-2023,"8710,44"
INS-00758,LOAN-0074,CUST-0074,11,05-02-2023,"300,36",Paid,06-02-2023,"8410,08"
INS-00759,LOAN-0074,CUST-0074,12,05-03-2023,"300,36",Paid,06-03-2023,"8109,72"
INS-00760,LOAN-0074,CUST-0074,13,05-04-2023,"300,36",Paid,09-04-2023,"7809,36"
INS-00761,LOAN-0074,CUST-0074,14,05-05-2023,"300,36",Paid,07-05-2023,7509
INS-00762,LOAN-0074,CUST-0074,15,05-06-2023,"300,36",Late,11-06-2023,"7208,64"
INS-00763,LOAN-0074,CUST-0074,16,05-07-2023,"300,36",Late,11-07-2023,"6908,28"
INS-00764,LOAN-0074,CUST-0074,17,05-08-2023,"300,36",Paid,08-08-2023,"6607,92"
INS-00765,LOAN-0074,CUST-0074,18,05-09-2023,"300,36",Paid,05-09-2023,"6307,56"
INS-00766,LOAN-0074,CUST-0074,19,05-10-2023,"300,36",Paid,09-10-2023,"6007,2"
INS-00767,LOAN-0074,CUST-0074,20,05-11-2023,"300,36",Paid,05-11-2023,"5706,84"
INS-00768,LOAN-0074,CUST-0074,21,05-12-2023,"300,36",Paid,09-12-2023,"5406,48"
INS-00769,LOAN-0074,CUST-0074,22,05-01-2024,"300,36",Paid,09-01-2024,"5106,12"
INS-00770,LOAN-0074,CUST-0074,23,05-02-2024,"300,36",Paid,09-02-2024,"4805,76"
INS-00771,LOAN-0074,CUST-0074,24,05-03-2024,"300,36",Paid,05-03-2024,"4505,4"
INS-00772,LOAN-0074,CUST-0074,25,05-04-2024,"300,36",Paid,08-04-2024,"4205,04"
INS-00773,LOAN-0074,CUST-0074,26,05-05-2024,"300,36",Paid,06-05-2024,"3904,68"
INS-00774,LOAN-0074,CUST-0074,27,05-06-2024,"300,36",Paid,07-06-2024,"3604,32"
INS-00775,LOAN-0074,CUST-0074,28,05-07-2024,"300,36",Late,18-07-2024,"3303,96"
INS-00776,LOAN-0074,CUST-0074,29,05-08-2024,"300,36",Paid,07-08-2024,"3003,6"
INS-00777,LOAN-0074,CUST-0074,30,05-09-2024,"300,36",Paid,09-09-2024,"2703,24"
INS-00778,LOAN-0074,CUST-0074,31,05-10-2024,"300,36",Paid,09-10-2024,"2402,88"
INS-00779,LOAN-0074,CUST-0074,32,05-11-2024,"300,36",Paid,07-11-2024,"2102,52"
INS-00780,LOAN-0074,CUST-0074,33,05-12-2024,"300,36",Paid,07-12-2024,"1802,16"
INS-00781,LOAN-0074,CUST-0074,34,05-01-2025,"300,36",Paid,08-01-2025,"1501,8"
